CARNET;NOMBRES;APELLIDOS;email;master;SECCIONES
200031171;Dudley;Dach;flatley.milton@hotmail.com;MAESTRIA EN ARQUITECTURAS TI;[13185, 12667, 12667, 13579, 12665, 13981, 13981]
201438997;Tad;Murphy;tsauer@yahoo.com;MAESTRIA EN ARQUITECTURAS TI;[13185, 12667, 12667, 13981, 13183, 13579, 13579]
200347108;Zoey;Leannon;norene91@runolfsdottirfritsch.info;MAESTRIA EN ARQUITECTURAS TI;[12664, 13183, 12664, 12665, 12665, 13579, 13981]
201196733;Ward;Torphy;glakin@windlerwillms.com;MAESTRIA EN ARQUITECTURAS TI;[13183, 12665, 12667, 13285, 12665, 13183, 13579]
199626947;Eloy;Cronin;nico.padberg@gmail.com;MAESTRIA EN ARQUITECTURAS TI;[12667, 13185, 12667, 12667, 13185, 13183, 13579]
200189327;Jamel;Barrows;kfeeney@yahoo.com;MAESTRIA EN ARQUITECTURAS TI;[13981, 13982, 13579, 13185, 12665, 13981, 13981]
199023644;Dianna;Hyatt;magnus.dicki@yahoo.com;MAESTRIA EN ARQUITECTURAS TI;[13982, 13981, 13285, 12667, 12665, 13981, 13981]
199390352;Flavie;Wolf;dicki.calista@yahoo.com;MAESTRIA EN ARQUITECTURAS TI;[13285, 13982, 13285, 13183, 13981, 13579, 13579]
200941162;Rasheed;Mayert;stephon.kovacek@metzmann.net;MAESTRIA EN ARQUITECTURAS TI;[13579, 13285, 13183, 13185, 12665, 13981, 13579]
199382431;Jillian;Hansen;schamberger.marielle@satterfield.biz;MAESTRIA EN ARQUITECTURAS TI;[13285, 13185, 12667, 12664, 13579, 13981, 13981]
199802948;Niko;Rempel;pconn@collins.com;MAESTRIA EN ARQUITECTURAS TI;[13185, 13981, 13981, 13981, 13185, 13579, 13981]
199669353;Gudrun;Upton;abbey.littel@renner.net;MAESTRIA EN ARQUITECTURAS TI;[12664, 12665, 12665, 13185, 12667, 13981, 13183]
200045864;Lily;Medhurst;brakus.randi@gmail.com;MAESTRIA EN ARQUITECTURAS TI;[13185, 12665, 13285, 13185, 13183, 13579, 13981]
200648341;Caitlyn;Jaskolski;molly.mertz@hotmail.com;MAESTRIA EN ARQUITECTURAS TI;[12665, 13285, 13183, 13981, 13185, 13579, 13579]
199873341;Enos;Cremin;schamberger.pamela@cruickshank.biz;MAESTRIA EN ARQUITECTURAS TI;[12665, 13981, 12664, 12664, 13183, 13183, 13579]
201552486;Cletus;Hilpert;dale66@hilpertrussel.com;MAESTRIA EN ARQUITECTURAS TI;[13183, 13579, 13183, 13185, 13183, 13579, 13981]
201141096;Mafalda;Hartmann;grimes.juvenal@hotmail.com;MAESTRIA EN ARQUITECTURAS TI;[12665, 12667, 13185, 12667, 13185, 13183, 13981]
201006767;Vincent;VonRueden;marcos22@yahoo.com;MAESTRIA EN ARQUITECTURAS TI;[13579, 13183, 12667, 13981, 13185, 13981, 13183]
199803943;Norval;Lueilwitz;drowe@hammes.com;MAESTRIA EN ARQUITECTURAS TI;[13579, 13579, 13579, 12664, 12667, 13579, 13579]
199902931;Larry;Turcotte;keely.cronin@haleyokeefe.com;MAESTRIA EN ARQUITECTURAS TI;[13185, 12664, 12664, 13183, 13185, 13579, 13579]
200543237;Helga;Carter;sanford.odell@hegmannwhite.com;MAESTRIA EN ARQUITECTURAS TI;[12667, 13579, 12667, 12665, 13579, 13579, 13183]
199766861;Kris;Goldner;tommie.buckridge@hotmail.com;MAESTRIA EN ARQUITECTURAS TI;[13982, 12665, 13285, 12667, 13183, 13579, 13183]
200574560;Marquis;Schultz;sean.greenfelder@quigley.com;MAESTRIA EN ARQUITECTURAS TI;[12665, 13285, 13185, 13285, 13579, 13981, 13579]
200530831;Vicenta;O'Hara;mstoltenberg@hotmail.com;MAESTRIA EN ARQUITECTURAS TI;[13285, 12664, 12667, 12664, 12665, 13981, 13579]
201091191;Gerard;Balistreri;amelia61@hotmail.com;MAESTRIA EN ARQUITECTURAS TI;[13981, 12667, 13183, 12665, 12667, 13981, 13183]
200441565;Dawn;Pollich;hermann.jordyn@cummings.com;MAESTRIA EN ARQUITECTURAS TI;[13982, 13981, 13285, 13183, 13183, 13579, 13183]
199278571;Lance;Nitzsche;teagan16@mrazkoch.com;MAESTRIA EN ARQUITECTURAS TI;[12665, 13981, 12664, 13981, 13579, 13183, 13183]
199561846;Emmy;Dooley;mohr.katlynn@gmail.com;MAESTRIA EN ARQUITECTURAS TI;[12665, 12667, 12665, 13183, 12667, 13183, 13579]
199969386;Shaylee;Kuhn;qvandervort@hotmail.com;MAESTRIA EN ARQUITECTURAS TI;[13579, 12665, 13579, 12665, 13579, 13579, 13981]
199200259;Elbert;Hodkiewicz;mohr.howell@parisian.com;MAESTRIA EN ARQUITECTURAS TI;[13579, 13981, 13185, 12664, 12667, 13183, 13981]
200300745;Emie;Nolan;lucy90@larkin.biz;MAESTRIA EN ARQUITECTURAS TI;[13285, 13185, 13183, 13579, 13183, 13183, 13981]
200575965;Kamille;Connelly;oda56@yahoo.com;MAESTRIA EN ARQUITECTURAS TI;[12667, 12665, 13579, 13579, 13579, 13981, 13981]
200182316;Arnold;Paucek;marie57@yahoo.com;MAESTRIA EN ARQUITECTURAS TI;[13185, 13185, 13285, 13579, 13579, 13981, 13579]
199378720;Gudrun;Hudson;twillms@gradyullrich.com;MAESTRIA EN ARQUITECTURAS TI;[13183, 13285, 13981, 13579, 13185, 13981, 13579]
200388545;Gerald;Lueilwitz;wintheiser.susie@beahan.com;MAESTRIA EN ARQUITECTURAS TI;[12665, 13285, 12664, 12667, 13183, 13981, 13981]
201133015;Laurie;Mertz;jmclaughlin@schroeder.com;MAESTRIA EN ARQUITECTURAS TI;[12665, 12664, 13183, 13981, 13981, 13579, 13183]
201554224;Sidney;Stroman;ndavis@torphodkiewicz.net;MAESTRIA EN ARQUITECTURAS TI;[13982, 12664, 12665, 13285, 13183, 13579, 13183]
199331378;Monserrate;Schiller;leif.hills@hotmail.com;MAESTRIA EN ARQUITECTURAS TI;[12667, 12667, 12664, 12667, 13579, 13183, 13183]
199402090;Jannie;Heidenreich;hahn.emilie@ricepaucek.com;MAESTRIA EN ARQUITECTURAS TI;[12665, 12664, 13185, 13579, 13185, 13183, 13981]
199667665;Makayla;Weimann;zola.harvey@crooks.info;MAESTRIA EN ARQUITECTURAS TI;[13183, 13183, 12664, 13981, 13183, 13579, 13981]
201028413;D'angelo;Harvey;johann30@yahoo.com;MAESTRIA EN ARQUITECTURAS TI;[13285, 13183, 13185, 12664, 13183, 13981, 13183]
201592965;Rhoda;Daniel;aleen76@cormier.net;MAESTRIA EN ARQUITECTURAS TI;[13982, 13982, 13285, 13285, 13981, 13183, 13183]
200115279;Ulises;Veum;xmiller@gerlach.com;MAESTRIA EN ARQUITECTURAS TI;[13579, 13183, 12664, 12665, 13981, 13183, 13183]
201361814;Mohammed;Franecki;randy.larkin@heathcotefeest.net;MAESTRIA EN ARQUITECTURAS TI;[13285, 13185, 12664, 12667, 13579, 13579, 13183]
200005434;Sandy;Gleason;hane.rudolph@hotmail.com;MAESTRIA EN ARQUITECTURAS TI;[13982, 12667, 12664, 13185, 12667, 13981, 13981]
199344638;Colleen;Crooks;clint68@gmail.com;MAESTRIA EN ARQUITECTURAS TI;[12665, 13185, 12664, 13285, 12667, 13183, 13981]
199864176;Rowland;Marvin;elouise.haley@prosacco.info;MAESTRIA EN ARQUITECTURAS TI;[12664, 12667, 13183, 12665, 13579, 13183, 13981]
200242511;Ova;Gerhold;lia.mitchell@yahoo.com;MAESTRIA EN ARQUITECTURAS TI;[13579, 12667, 13183, 13185, 13183, 13981, 13981]
201397459;Bailee;Robel;lockman.darion@kuhlmankuphal.com;MAESTRIA EN ARQUITECTURAS TI;[13185, 13183, 13579, 12665, 13185, 13183, 13183]
200655627;Chadrick;Denesik;kolby12@yahoo.com;MAESTRIA EN ARQUITECTURAS TI;[12667, 13185, 13183, 12665, 13981, 13183, 13579]
200576212;Gerson;Osinski;lorenz22@hotmail.com;MAESTRIA EN ARQUITECTURAS TI;[13185, 13982, 12664, 12667, 13981, 13579, 13183]
200683872;Giovanni;Lind;makenzie75@marquardt.com;MAESTRIA EN ARQUITECTURAS TI;[12665, 12665, 12667, 13579, 12667, 13183, 13981]
201398855;Avery;Balistreri;jmarvin@gaylord.com;MAESTRIA EN ARQUITECTURAS TI;[13185, 13185, 12664, 12667, 13981, 13183, 13183]
201302947;Keaton;Mohr;katharina48@goyette.org;MAESTRIA EN ARQUITECTURAS TI;[12667, 13183, 12664, 13579, 13579, 13981, 13579]
199167271;Henderson;Kris;borer.danny@yahoo.com;MAESTRIA EN ARQUITECTURAS TI;[12665, 13183, 12667, 13981, 12667, 13981, 13183]
200136797;Aubree;Wisoky;dandre.pfannerstill@auer.org;MAESTRIA EN ARQUITECTURAS TI;[13183, 12667, 13183, 12667, 13185, 13579, 13183]
200882140;Dedric;Lindgren;nskiles@hotmail.com;MAESTRIA EN ARQUITECTURAS TI;[13981, 13183, 13183, 13285, 12667, 13183, 13183]
200955028;Cale;Labadie;cartwright.mckenzie@wyman.com;MAESTRIA EN ARQUITECTURAS TI;[12667, 12664, 13981, 13185, 13981, 13981, 13579]
199371539;Freddie;Dooley;hackett.cynthia@hotmail.com;MAESTRIA EN ARQUITECTURAS TI;[12664, 13183, 13183, 13185, 12665, 13579, 13579]
199587208;Norris;Prosacco;robin.prosacco@dooleyking.com;MAESTRIA EN ARQUITECTURAS TI;[13183, 13285, 13285, 13981, 13579, 13981, 13579]
199115070;Evie;Bartell;hettie.gleason@yahoo.com;MAESTRIA EN ARQUITECTURAS TI;[13579, 12665, 12664, 12667, 13981, 13981, 13579]
199065744;Ila;Goldner;era.gutkowski@hotmail.com;MAESTRIA EN ARQUITECTURAS TI;[13183, 12664, 13981, 12665, 12667, 13981, 13579]
201285440;Kelton;Daniel;west.garrison@hotmail.com;MAESTRIA EN ARQUITECTURAS TI;[13982, 13183, 13185, 12665, 12665, 13981, 13579]
201140485;Ricky;Kub;nat04@hotmail.com;MAESTRIA EN ARQUITECTURAS TI;[13185, 13285, 13183, 13579, 13579, 13183, 13183]
200845748;Kaylie;Balistreri;filiberto30@hotmail.com;MAESTRIA EN ARQUITECTURAS TI;[13579, 13185, 12665, 13981, 13579, 13579, 13981]
200787095;Antonette;Fritsch;lhalvorson@conroy.com;MAESTRIA EN ARQUITECTURAS TI;[12667, 13185, 13981, 13579, 13183, 13579, 13579]
200503345;Nona;Purdy;zemlak.genesis@yahoo.com;MAESTRIA EN ARQUITECTURAS TI;[13982, 12665, 12664, 13579, 13981, 13183, 13579]
200798968;Westley;Blanda;juanita59@hotmail.com;MAESTRIA EN ARQUITECTURAS TI;[13579, 13183, 13981, 12665, 13579, 13579, 13579]
201387883;Reva;Jast;bcarroll@veum.net;MAESTRIA EN ARQUITECTURAS TI;[12664, 13285, 13981, 13285, 13981, 13183, 13579]
200705937;Calista;Schoen;kaia.bradtke@yahoo.com;MAESTRIA EN ARQUITECTURAS TI;[13579, 12665, 13981, 13185, 13579, 13183, 13981]
200075472;Mable;Moore;nraynor@gmail.com;MAESTRIA EN ARQUITECTURAS TI;[13285, 12664, 12664, 13285, 12667, 13981, 13579]
200531785;Verda;Frami;anahi57@adamsolson.net;MAESTRIA EN ARQUITECTURAS TI;[13183, 13982, 13981, 12667, 12665, 13183, 13981]
200206973;Randal;O'Connell;dach.buddy@yahoo.com;MAESTRIA EN ARQUITECTURAS TI;[12667, 13185, 13579, 13183, 13981, 13981, 13183]
199510209;Candido;Welch;jazmyne.mccullough@gmail.com;MAESTRIA EN ARQUITECTURAS TI;[13981, 13981, 13981, 12664, 13183, 13579, 13981]
201247868;Alexzander;Koepp;ryan.fidel@hotmail.com;MAESTRIA EN ARQUITECTURAS TI;[13982, 13981, 12667, 13981, 12665, 13579, 13183]
200488367;Cara;O'Hara;chadrick.hartmann@lebsack.com;MAESTRIA EN ARQUITECTURAS TI;[13982, 12667, 13981, 12664, 13183, 13579, 13183]
199593195;Felipe;Goodwin;marcella76@gmail.com;MAESTRIA EN ARQUITECTURAS TI;[13579, 12664, 13285, 13579, 12667, 13579, 13981]
201037295;Denis;Sporer;paris.abbott@yahoo.com;MAESTRIA EN ARQUITECTURAS TI;[13579, 12667, 13285, 13183, 13183, 13183, 13183]
200235994;Rozella;Swift;henry.sporer@nikolaus.com;MAESTRIA EN ARQUITECTURAS TI;[12667, 13285, 12664, 13183, 12665, 13579, 13579]
200421174;Alice;Kunze;kylie45@hotmail.com;MAESTRIA EN ARQUITECTURAS TI;[13982, 12667, 12664, 12665, 13185, 13183, 13981]
199646681;Yvonne;Hickle;mosciski.blaze@carrolllemke.com;MAESTRIA EN ARQUITECTURAS TI;[13579, 13579, 12667, 12667, 12667, 13183, 13183]
199829926;Stacy;Goyette;judson54@hotmail.com;MAESTRIA EN ARQUITECTURAS TI;[13285, 13982, 12665, 13185, 13579, 13981, 13579]
199866225;Armando;McLaughlin;alex.schoen@raynor.com;MAESTRIA EN ARQUITECTURAS TI;[12667, 12667, 13981, 12665, 13183, 13183, 13579]
199899701;Delphine;McLaughlin;qhessel@vandervortchristiansen.com;MAESTRIA EN ARQUITECTURAS TI;[13183, 13982, 12664, 13285, 13579, 13183, 13981]
201562677;Ruben;McDermott;meggie.ratke@connelly.com;MAESTRIA EN ARQUITECTURAS TI;[13183, 13185, 12665, 13285, 12667, 13183, 13183]
199610535;Eunice;Lakin;kohler.jeremie@hotmail.com;MAESTRIA EN ARQUITECTURAS TI;[13982, 13285, 13185, 12667, 13579, 13579, 13981]
199233938;Barney;Treutel;zhansen@yahoo.com;MAESTRIA EN ARQUITECTURAS TI;[13183, 13982, 13579, 13981, 13185, 13981, 13981]
199777276;Alvah;Runolfsdottir;xkeeling@hotmail.com;MAESTRIA EN ARQUITECTURAS TI;[13981, 13185, 13579, 13183, 12665, 13579, 13981]
200466077;Liza;Kuvalis;wilber.dach@kerlukewilderman.net;MAESTRIA EN ARQUITECTURAS TI;[13579, 13285, 13579, 13981, 12667, 13579, 13183]
201000242;Gunnar;Monahan;o'connell.guiseppe@gmail.com;MAESTRIA EN ARQUITECTURAS TI;[13982, 13285, 13183, 13579, 13185, 13183, 13183]
199623613;Valerie;Kuvalis;garrick.von@gmail.com;MAESTRIA EN ARQUITECTURAS TI;[12664, 13185, 13185, 12665, 12667, 13579, 13183]
199097335;Guiseppe;Beier;sanford.coty@gmail.com;MAESTRIA EN ARQUITECTURAS TI;[12664, 12667, 12665, 12664, 12665, 13183, 13981]
199229963;Aileen;Weber;abby61@gmail.com;MAESTRIA EN ARQUITECTURAS TI;[12667, 13579, 13579, 13285, 13183, 13183, 13183]
200201069;Gilda;Jewess;mheaney@trompjast.com;MAESTRIA EN ARQUITECTURAS TI;[13285, 13185, 13185, 13285, 13185, 13981, 13183]
200025951;Jermaine;Kuhn;iwindler@williamson.com;MAESTRIA EN ARQUITECTURAS TI;[13981, 13185, 13285, 13981, 13183, 13981, 13981]
199614979;Elinore;Bergnaum;doyle.dejah@hammes.biz;MAESTRIA EN ARQUITECTURAS TI;[12667, 13183, 13579, 12664, 13981, 13981, 13981]
199150434;Sierra;Kuhlman;vblock@yahoo.com;MAESTRIA EN ARQUITECTURAS TI;[13982, 12667, 13579, 13183, 12667, 13579, 13183]
200302855;Icie;McLaughlin;anne.gusikowski@hotmail.com;MAESTRIA EN ARQUITECTURAS TI;[13183, 13579, 12667, 13285, 13981, 13579, 13579]
201063503;Zena;Welch;delia.hudson@yahoo.com;MAESTRIA EN ARQUITECTURAS TI;[12665, 13285, 12667, 13981, 13981, 13183, 13981]
200838719;Darby;Torphy;eve12@gmail.com;MAESTRIA EN ARQUITECTURAS TI;[13981, 13579, 13183, 13579, 13579, 13579, 13981]
200721056;Agustin;Fay;lgerlach@gmail.com;MAESTRIA EN ARQUITECTURAS TI;[13285, 12667, 12665, 12665, 13579, 13579, 13981]
199434963;Kelton;Rath;ovolkman@medhurstjohns.com;MAESTRIA EN ARQUITECTURAS TI;[13579, 13981, 13185, 13183, 12667, 13981, 13579]
200476932;Darrin;Prohaska;rowe.myriam@gmail.com;MAESTRIA EN ARQUITECTURAS TI;[13982, 12665, 13981, 13185, 13981, 13981, 13183]
200941571;Roscoe;Marquardt;adriana59@gmail.com;MAESTRIA EN ARQUITECTURAS TI;[12664, 13183, 13285, 13579, 13183, 13183, 13579]
201126141;Cordell;Hartmann;qstrosin@yahoo.com;MAESTRIA EN ARQUITECTURAS TI;[12665, 12665, 13981, 12667, 13579, 13183, 13981]
200202994;Brock;Kohler;felicity.quigley@hotmail.com;MAESTRIA EN ARQUITECTURAS TI;[13579, 13982, 12664, 13579, 13185, 13579, 13981]
201094252;Wellington;Thiel;danika.moore@auerkunze.org;MAESTRIA EN ARQUITECTURAS TI;[12664, 13183, 13185, 12665, 13183, 13183, 13579]
200982713;Gretchen;D'Amore;rosalind98@yahoo.com;MAESTRIA EN ARQUITECTURAS TI;[12664, 13981, 13981, 13579, 12665, 13981, 13579]
200420420;Magali;Sauer;martin.pacocha@lockmanschroeder.com;MAESTRIA EN ARQUITECTURAS TI;[13579, 13982, 13183, 13183, 13981, 13981, 13183]
199191588;Casper;Shields;hector.reinger@friesenveum.com;MAESTRIA EN ARQUITECTURAS TI;[12664, 13982, 12665, 12667, 13185, 13579, 13183]
200130412;Westley;Marquardt;jackson.rowe@yahoo.com;MAESTRIA EN ARQUITECTURAS TI;[12667, 13183, 12667, 12665, 13579, 13579, 13981]
199647819;Eldora;Quigley;eudora57@hotmail.com;MAESTRIA EN ARQUITECTURAS TI;[12664, 12665, 13579, 13981, 12665, 13579, 13579]
199266562;Rogers;Legros;wilderman.clint@hotmail.com;MAESTRIA EN ARQUITECTURAS TI;[13185, 13579, 13185, 13579, 13981, 13183, 13183]
201114173;Greta;Zboncak;vstoltenberg@hettinger.com;MAESTRIA EN ARQUITECTURAS TI;[12664, 13982, 13981, 13183, 13579, 13981, 13981]
200276494;Lillian;Bednar;rashawn.stehr@yahoo.com;MAESTRIA EN ARQUITECTURAS TI;[13185, 13185, 13579, 12664, 12665, 13981, 13183]
199416275;Vito;Jacobi;nya66@hotmail.com;MAESTRIA EN ARQUITECTURAS TI;[12664, 12665, 12664, 13183, 12665, 13981, 13981]
201128603;Emmanuel;Beahan;doyle.monique@gmail.com;MAESTRIA EN ARQUITECTURAS TI;[13285, 13982, 13183, 12664, 13579, 13579, 13183]
200736587;Roel;Baumbach;jeffry47@hotmail.com;MAESTRIA EN ARQUITECTURAS TI;[13579, 13982, 12664, 13981, 12665, 13183, 13579]
200843602;Joanie;Kassulke;legros.augusta@hotmail.com;MAESTRIA EN ARQUITECTURAS TI;[12667, 13579, 12667, 13579, 13579, 13579, 13183]
199295854;Angel;Pfeffer;hhauck@hotmail.com;MAESTRIA EN ARQUITECTURAS TI;[13579, 13285, 13579, 13183, 12665, 13183, 13579]
201032774;Delfina;Flatley;philip35@yahoo.com;MAESTRIA EN ARQUITECTURAS TI;[13982, 12665, 13183, 13579, 12665, 13579, 13579]
201009631;Melisa;Brown;marilou26@gmail.com;MAESTRIA EN ARQUITECTURAS TI;[12667, 12667, 13185, 12665, 13579, 13183, 13981]
201315273;Cora;Heller;herminio43@hotmail.com;MAESTRIA EN ARQUITECTURAS TI;[12665, 13982, 12667, 13981, 13981, 13579, 13981]
200021197;Xander;Baumbach;pagac.lyda@gmail.com;MAESTRIA EN ARQUITECTURAS TI;[12665, 13183, 13981, 12665, 12665, 13981, 13981]
200247271;Orlando;Simonis;brakus.karine@hotmail.com;MAESTRIA EN ARQUITECTURAS TI;[13982, 13185, 13185, 13285, 13185, 13981, 13981]
201572427;Grace;Bins;bruen.dariana@lowe.biz;MAESTRIA EN ARQUITECTURAS TI;[12665, 13183, 13285, 13285, 13185, 13579, 13183]
201048384;Mireille;Bogisich;rosanna45@mcculloughschmitt.com;MAESTRIA EN ARQUITECTURAS TI;[13185, 13285, 12665, 13579, 12667, 13183, 13981]
199126744;Sarah;Medhurst;ruthie.koelpin@halvorson.org;MAESTRIA EN ARQUITECTURAS TI;[12665, 13579, 13185, 12665, 12665, 13183, 13579]
200999499;Domenick;Macejkovic;lrippin@gmail.com;MAESTRIA EN ARQUITECTURAS TI;[13579, 12665, 13285, 12667, 13981, 13981, 13579]
200221172;Elyse;Jacobi;runolfsdottir.mckenzie@hotmail.com;MAESTRIA EN ARQUITECTURAS TI;[13981, 13183, 13285, 13579, 12667, 13579, 13579]
201130564;Destin;Howe;deion30@toy.com;MAESTRIA EN ARQUITECTURAS TI;[13982, 12665, 13579, 13579, 13579, 13579, 13183]
199649595;Alfonzo;Ruecker;claudie31@hotmail.com;MAESTRIA EN ARQUITECTURAS TI;[13981, 13579, 13981, 12665, 12667, 13981, 13183]
199369186;Isabelle;Davis;hfriesen@fritschtromp.net;MAESTRIA EN ARQUITECTURAS TI;[12665, 13579, 13981, 12665, 13981, 13981, 13183]
199925732;Molly;Halvorson;ernie18@hotmail.com;MAESTRIA EN ARQUITECTURAS TI;[12667, 12665, 13185, 12664, 12665, 13183, 13579]
201495918;Alverta;Crona;hhomenick@gmail.com;MAESTRIA EN ARQUITECTURAS TI;[13982, 13183, 12664, 13285, 13185, 13579, 13981]
199912657;Kristin;Quitzon;carolyn99@gmail.com;MAESTRIA EN ARQUITECTURAS TI;[12665, 13183, 13285, 13185, 13579, 13183, 13579]
199936847;Elouise;Legros;annie51@yahoo.com;MAESTRIA EN ARQUITECTURAS TI;[13579, 12665, 12665, 13285, 12665, 13981, 13981]
199582893;Caterina;Gislason;madelyn27@hotmail.com;MAESTRIA EN ARQUITECTURAS TI;[12664, 13285, 13285, 12664, 12667, 13981, 13183]
200932083;Angeline;O'Reilly;hayley.howe@yahoo.com;MAESTRIA EN ARQUITECTURAS TI;[12665, 12667, 13183, 13981, 12667, 13981, 13183]
199632656;Maritza;Medhurst;ewell.mitchell@hotmail.com;MAESTRIA EN ARQUITECTURAS TI;[13981, 12667, 13285, 12665, 12667, 13579, 13981]
201476042;Albert;Gerhold;mann.tracey@maggiobednar.com;MAESTRIA EN ARQUITECTURAS TI;[13285, 13981, 13579, 13285, 13981, 13981, 13981]
199206720;Bridie;Larson;maximo83@gmail.com;MAESTRIA EN ARQUITECTURAS TI;[12664, 13285, 12665, 13285, 12665, 13579, 13981]
201180235;Demond;Watsica;zgreenholt@hotmail.com;MAESTRIA EN ARQUITECTURAS TI;[13579, 13579, 13185, 13285, 13981, 13981, 13981]
200503596;Meagan;Hettinger;malcolm62@yahoo.com;MAESTRIA EN ARQUITECTURAS TI;[13285, 12665, 13981, 12664, 12665, 13183, 13579]
199544042;Jessika;Volkman;irma17@hagenes.com;MAESTRIA EN ARQUITECTURAS TI;[13981, 13185, 12667, 12664, 13579, 13981, 13579]
200517697;Beatrice;Rempel;sreichert@farrellmetz.com;MAESTRIA EN ARQUITECTURAS TI;[13579, 13285, 13981, 13579, 12665, 13981, 13981]
201583982;Antonietta;Torp;georgette.lebsack@gmail.com;MAESTRIA EN ARQUITECTURAS TI;[13285, 13183, 13981, 13981, 12667, 13183, 13183]
200713014;Nelle;Schinner;neva04@emard.org;MAESTRIA EN ARQUITECTURAS TI;[13982, 13579, 12664, 13981, 13183, 13981, 13579]
201295258;Wilford;Kling;pearl36@gmail.com;MAESTRIA EN ARQUITECTURAS TI;[13982, 13183, 13285, 12665, 13981, 13981, 13579]
