CARNET;NOMBRES;APELLIDOS;email;master;SECCIONES
199531404;Baron;Hahn;loma18@hotmail.com;MAESTRIA EN ARQUITECTURAS TI;[12665, 13185, 13183, 13183, 13183, 13183, 13183]
199822916;Tamara;Klein;dbarton@hotmail.com;MAESTRIA EN ARQUITECTURAS TI;[13982, 13183, 13579, 12664, 13183, 13981, 13579]
200355194;Destiney;Koch;hammes.kenny@hand.biz;MAESTRIA EN ARQUITECTURAS TI;[13185, 13183, 12665, 13981, 13579, 13981, 13981]
200689555;Kayleigh;Upton;zora.mcclure@hotmail.com;MAESTRIA EN ARQUITECTURAS TI;[12665, 12665, 12667, 13285, 13183, 13183, 13981]
201463539;Elisha;Wehner;mcdermott.june@swaniawski.com;MAESTRIA EN ARQUITECTURAS TI;[13285, 13185, 12665, 13285, 13183, 13981, 13183]
199198311;Veronica;Lowe;xzulauf@hotmail.com;MAESTRIA EN ARQUITECTURAS TI;[13285, 12667, 13285, 13981, 13981, 13183, 13981]
199338834;Maverick;Ziemann;giovanna77@ziemann.com;MAESTRIA EN ARQUITECTURAS TI;[13982, 13285, 13981, 12664, 13579, 13579, 13183]
199950675;Bradly;Cummings;raegan00@hotmail.com;MAESTRIA EN ARQUITECTURAS TI;[13579, 13185, 13579, 13183, 13183, 13183, 13981]
201296626;Cortez;Jewess;eichmann.nestor@crist.org;MAESTRIA EN ARQUITECTURAS TI;[12665, 13183, 13183, 13185, 13981, 13981, 13579]
199755927;Scotty;Medhurst;lspinka@gmail.com;MAESTRIA EN ARQUITECTURAS TI;[13183, 13285, 13285, 12665, 12667, 13579, 13579]
199540482;Krystel;Blick;jast.parker@hotmail.com;MAESTRIA EN ARQUITECTURAS TI;[12664, 13981, 12667, 12667, 13183, 13579, 13981]
199048281;Ima;Ortiz;aric.okuneva@murray.com;MAESTRIA EN ARQUITECTURAS TI;[12667, 12665, 13981, 13981, 12667, 13579, 13579]
200566183;Sonny;Feest;luciano39@gmail.com;MAESTRIA EN ARQUITECTURAS TI;[13185, 13285, 13185, 13579, 12667, 13183, 13183]
200289228;Damaris;West;boyer.travon@bradtke.net;MAESTRIA EN ARQUITECTURAS TI;[13579, 12664, 13183, 13981, 13981, 13183, 13981]
199989620;Rosalind;Rutherford;ross42@schmidteffertz.com;MAESTRIA EN ARQUITECTURAS TI;[13185, 12667, 12664, 13981, 12665, 13183, 13183]
199286547;Kirk;Rosenbaum;hilll.donny@hotmail.com;MAESTRIA EN ARQUITECTURAS TI;[12667, 13183, 13981, 13285, 13981, 13579, 13183]
200368007;Brendon;Adams;sschmidt@spencer.com;MAESTRIA EN ARQUITECTURAS TI;[13579, 13185, 13185, 12664, 13981, 13183, 13981]
200896196;Lambert;D'Amore;hertha.spencer@ryanfunk.net;MAESTRIA EN ARQUITECTURAS TI;[12664, 13579, 13183, 12664, 13579, 13183, 13981]
199642287;Winona;Collier;rath.irwin@gmail.com;MAESTRIA EN ARQUITECTURAS TI;[12664, 12664, 13185, 13981, 13981, 13579, 13981]
199722706;Myriam;Bode;constantin.veum@tromp.com;MAESTRIA EN ARQUITECTURAS TI;[13183, 13981, 13981, 12667, 13185, 13579, 13579]
200601530;Jacinthe;Balistreri;pierce18@hotmail.com;MAESTRIA EN ARQUITECTURAS TI;[12667, 13982, 12665, 13285, 13183, 13183, 13579]
199094350;Gene;Heidenreich;simonis.ariane@hane.org;MAESTRIA EN ARQUITECTURAS TI;[13981, 13579, 13579, 12667, 12665, 13579, 13981]
199217679;Rebeca;Corwin;reilly.forest@bins.biz;MAESTRIA EN ARQUITECTURAS TI;[13981, 12667, 13579, 12664, 12667, 13183, 13981]
199806054;Paolo;Thompson;alfonzo38@hotmail.com;MAESTRIA EN ARQUITECTURAS TI;[13285, 12664, 12667, 13183, 12667, 13183, 13981]
199907151;Teresa;Farrell;breanne32@yahoo.com;MAESTRIA EN ARQUITECTURAS TI;[13579, 13579, 12664, 13981, 12667, 13981, 13579]
200841124;Foster;Wilkinson;egreenfelder@schroederosinski.org;MAESTRIA EN ARQUITECTURAS TI;[13183, 13285, 12665, 13981, 12665, 13183, 13183]
200679033;Nicolas;Cremin;sarah79@koelpin.biz;MAESTRIA EN ARQUITECTURAS TI;[13285, 13183, 12665, 13981, 12665, 13183, 13183]
200491741;Frank;Cummings;femard@yahoo.com;MAESTRIA EN ARQUITECTURAS TI;[12665, 13981, 13185, 12665, 13579, 13183, 13183]
200333694;Fritz;Purdy;paolo.glover@dach.com;MAESTRIA EN ARQUITECTURAS TI;[12665, 13185, 13183, 13183, 13981, 13579, 13579]
201045696;Thad;Rice;oemmerich@gmail.com;MAESTRIA EN ARQUITECTURAS TI;[12667, 13185, 13185, 12664, 13981, 13183, 13981]
199796495;Holden;Greenholt;kyle50@hotmail.com;MAESTRIA EN ARQUITECTURAS TI;[12664, 13982, 13981, 13285, 13183, 13579, 13981]
201052765;Bryce;Welch;rcassin@hotmail.com;MAESTRIA EN ARQUITECTURAS TI;[13285, 12665, 13183, 13185, 13981, 13183, 13183]
200339345;Madelyn;Ratke;feeney.brice@hotmail.com;MAESTRIA EN ARQUITECTURAS TI;[13185, 13982, 13183, 12664, 13185, 13183, 13981]
200094734;Hollis;Skiles;uwyman@yahoo.com;MAESTRIA EN ARQUITECTURAS TI;[12664, 12665, 12667, 13185, 13185, 13579, 13183]
200764210;Mack;Upton;maeve62@gmail.com;MAESTRIA EN ARQUITECTURAS TI;[13183, 13285, 13285, 13183, 12667, 13183, 13579]
199624764;Ollie;Harris;laverne22@frami.biz;MAESTRIA EN ARQUITECTURAS TI;[12667, 13982, 12665, 13285, 12667, 13183, 13183]
201566600;Therese;Lubowitz;ykemmer@yahoo.com;MAESTRIA EN ARQUITECTURAS TI;[13183, 13183, 12667, 12667, 13183, 13183, 13981]
201025711;Alaina;Von;rowan07@murray.com;MAESTRIA EN ARQUITECTURAS TI;[13285, 13185, 12667, 12665, 13183, 13981, 13579]
201091422;Taurean;Franecki;valerie06@smitham.com;MAESTRIA EN ARQUITECTURAS TI;[13981, 12664, 13285, 13981, 12667, 13579, 13579]
200147807;William;Abshire;larkin.jena@gmail.com;MAESTRIA EN ARQUITECTURAS TI;[13981, 12665, 12664, 12667, 13185, 13579, 13579]
199444004;Madeline;Dickens;columbus83@runte.org;MAESTRIA EN ARQUITECTURAS TI;[13185, 13185, 13579, 12665, 13183, 13981, 13981]
200275395;Walton;Morar;malika.durgan@quigley.com;MAESTRIA EN ARQUITECTURAS TI;[12664, 13183, 12667, 13285, 12665, 13183, 13183]
200806913;Guy;Corwin;sabina.klocko@hotmail.com;MAESTRIA EN ARQUITECTURAS TI;[13185, 12667, 12664, 12667, 12665, 13579, 13981]
201227663;Isaias;Grant;lmclaughlin@kesslerpagac.com;MAESTRIA EN ARQUITECTURAS TI;[12665, 12664, 12664, 12667, 12667, 13579, 13981]
200965221;Nico;Bergstrom;morar.kamren@bogandicki.com;MAESTRIA EN ARQUITECTURAS TI;[13981, 13579, 13285, 12664, 12665, 13183, 13579]
199159894;Randall;Hansen;aubree.weimann@hotmail.com;MAESTRIA EN ARQUITECTURAS TI;[13183, 13981, 12665, 13579, 13981, 13981, 13579]
201075380;Lyda;Ryan;buford65@gmail.com;MAESTRIA EN ARQUITECTURAS TI;[13982, 13185, 12664, 13981, 12667, 13183, 13579]
200942254;Cheyanne;McLaughlin;fpagac@hotmail.com;MAESTRIA EN ARQUITECTURAS TI;[13183, 13185, 12665, 13185, 12665, 13981, 13183]
200501700;Demetrius;Doyle;nakia.quitzon@hotmail.com;MAESTRIA EN ARQUITECTURAS TI;[13579, 12667, 13285, 12665, 12667, 13183, 13579]
200385603;Elvie;Spinka;pwyman@yahoo.com;MAESTRIA EN ARQUITECTURAS TI;[12664, 12664, 12664, 12664, 13981, 13579, 13579]
200767152;Hassie;Douglas;jay66@parker.com;MAESTRIA EN ARQUITECTURAS TI;[13981, 12665, 13981, 13285, 13981, 13579, 13183]
199618468;Francesca;Howe;tkoepp@yahoo.com;MAESTRIA EN ARQUITECTURAS TI;[13183, 13183, 13981, 13285, 13185, 13183, 13579]
201025890;Kellen;McDermott;edmond95@schumm.com;MAESTRIA EN ARQUITECTURAS TI;[13285, 13982, 12665, 13981, 12665, 13579, 13183]
201316557;Chaim;Schinner;corine.champlin@king.biz;MAESTRIA EN ARQUITECTURAS TI;[13185, 12664, 13185, 13185, 13183, 13981, 13579]
200930653;Spencer;Leannon;jarrell46@funk.info;MAESTRIA EN ARQUITECTURAS TI;[13579, 13285, 12665, 12665, 13183, 13981, 13579]
200376217;Amira;Rau;halvorson.verdie@yahoo.com;MAESTRIA EN ARQUITECTURAS TI;[13183, 13185, 13579, 12664, 12665, 13579, 13579]
199013312;Serena;Sawayn;courtney.waelchi@kunde.com;MAESTRIA EN ARQUITECTURAS TI;[13183, 13981, 13981, 13183, 13981, 13981, 13183]
201567727;Lydia;Kutch;raphael.lesch@steuber.net;MAESTRIA EN ARQUITECTURAS TI;[13981, 12664, 13579, 12664, 13981, 13981, 13579]
199091172;Cameron;Hane;lwilkinson@gmail.com;MAESTRIA EN ARQUITECTURAS TI;[13982, 13183, 13183, 12667, 12665, 13981, 13579]
199488073;Laila;Weissnat;jaiden62@smitham.com;MAESTRIA EN ARQUITECTURAS TI;[13183, 13185, 13185, 12667, 13579, 13183, 13579]
199555054;Patricia;Kuvalis;bmoen@ortizhodkiewicz.com;MAESTRIA EN ARQUITECTURAS TI;[13185, 12665, 13183, 13183, 13579, 13183, 13579]
201457656;Peter;Rohan;sfeest@yahoo.com;MAESTRIA EN ARQUITECTURAS TI;[12664, 13579, 13183, 13981, 12665, 13183, 13981]
199144346;Faye;Krajcik;ellsworth93@yahoo.com;MAESTRIA EN ARQUITECTURAS TI;[12665, 13183, 12664, 13579, 13183, 13579, 13183]
199375342;Elisha;Graham;zgutkowski@tremblaysipes.info;MAESTRIA EN ARQUITECTURAS TI;[13185, 13981, 13185, 12664, 12665, 13981, 13981]
201500894;Zola;Greenfelder;pagac.mertie@hodkiewicz.com;MAESTRIA EN ARQUITECTURAS TI;[12667, 12667, 12667, 13285, 12667, 13183, 13183]
199015635;Janie;Kihn;dparker@yahoo.com;MAESTRIA EN ARQUITECTURAS TI;[13982, 13982, 12667, 13183, 13185, 13183, 13981]
200474931;Emilia;Schmitt;dlynch@yahoo.com;MAESTRIA EN ARQUITECTURAS TI;[13285, 13285, 13185, 12664, 13981, 13183, 13981]
199048838;Annabel;Auer;wrunolfsson@gmail.com;MAESTRIA EN ARQUITECTURAS TI;[12664, 13285, 12667, 13285, 12665, 13981, 13183]
199876894;Ken;Goldner;evalyn.weissnat@gmail.com;MAESTRIA EN ARQUITECTURAS TI;[13579, 13183, 13981, 13285, 13579, 13183, 13579]
200203981;Kelton;Ratke;beatty.creola@hotmail.com;MAESTRIA EN ARQUITECTURAS TI;[12667, 13183, 13981, 13183, 13185, 13183, 13981]
199653610;Addison;Veum;pearlie.jakubowski@hotmail.com;MAESTRIA EN ARQUITECTURAS TI;[13285, 12664, 13285, 12667, 13183, 13183, 13579]
200666503;Arely;Nitzsche;mariana.heidenreich@fritsch.org;MAESTRIA EN ARQUITECTURAS TI;[13185, 12665, 13183, 12664, 12667, 13579, 13579]
201420427;Luella;Dibbert;hlowe@gmail.com;MAESTRIA EN ARQUITECTURAS TI;[12665, 13185, 13285, 12664, 12665, 13183, 13981]
201508061;Tanya;Wilderman;zackary28@wiza.com;MAESTRIA EN ARQUITECTURAS TI;[13981, 13981, 13285, 12664, 12667, 13579, 13183]
199330275;Clark;Rippin;lwilderman@pollich.com;MAESTRIA EN ARQUITECTURAS TI;[12667, 13981, 13285, 13981, 12665, 13981, 13981]
201055372;Enos;Schaden;paris.mills@gerholdrice.info;MAESTRIA EN ARQUITECTURAS TI;[13185, 13981, 13579, 13981, 13183, 13183, 13579]
201082277;Rebeka;Mohr;jason10@gmail.com;MAESTRIA EN ARQUITECTURAS TI;[13981, 13981, 13185, 13285, 13185, 13183, 13183]
199501205;Camilla;Rempel;xwolff@gmail.com;MAESTRIA EN ARQUITECTURAS TI;[13183, 13579, 12667, 13185, 12667, 13579, 13579]
199622319;Harry;O'Connell;devin12@gmail.com;MAESTRIA EN ARQUITECTURAS TI;[13982, 13981, 12665, 13183, 12667, 13981, 13579]
199966780;Luciano;Ebert;moore.fleta@bruen.com;MAESTRIA EN ARQUITECTURAS TI;[13183, 13285, 13285, 13981, 13579, 13981, 13183]
200764960;Wilson;Boyle;spencer.lorenz@gusikowskimayert.biz;MAESTRIA EN ARQUITECTURAS TI;[12665, 13579, 13285, 12667, 13981, 13183, 13183]
200987480;Rachael;McKenzie;cathryn.labadie@dare.com;MAESTRIA EN ARQUITECTURAS TI;[12664, 12667, 13185, 12667, 13185, 13183, 13579]
200114476;Randy;Gleichner;miracle54@hodkiewicz.net;MAESTRIA EN ARQUITECTURAS TI;[13981, 13981, 12665, 13285, 13183, 13579, 13579]
199884561;Marcel;Wehner;hoppe.dell@little.net;MAESTRIA EN ARQUITECTURAS TI;[13183, 13183, 13579, 13285, 12665, 13183, 13183]
201499842;Mortimer;Kessler;kleannon@gmail.com;MAESTRIA EN ARQUITECTURAS TI;[13183, 13982, 12667, 12665, 13185, 13981, 13579]
201125619;Lue;Frami;zboncak.tristin@gmail.com;MAESTRIA EN ARQUITECTURAS TI;[12665, 13185, 13981, 13579, 13183, 13981, 13183]
199522037;Jeffry;Olson;uschamberger@mclaughlin.com;MAESTRIA EN ARQUITECTURAS TI;[13185, 13285, 13285, 13981, 12665, 13183, 13579]
199659028;Stewart;Stamm;wisozk.mohammad@murphy.com;MAESTRIA EN ARQUITECTURAS TI;[13982, 12664, 13185, 13981, 13185, 13981, 13579]
201291819;Eloy;Bernhard;samantha32@gmail.com;MAESTRIA EN ARQUITECTURAS TI;[13183, 13185, 13981, 13183, 13579, 13183, 13579]
199421827;Jaida;Reichert;dbrakus@romaguera.org;MAESTRIA EN ARQUITECTURAS TI;[13579, 13285, 12665, 13981, 12667, 13183, 13579]
199298174;Mortimer;Schaefer;wilmer61@gmail.com;MAESTRIA EN ARQUITECTURAS TI;[13183, 12664, 13285, 12667, 13183, 13183, 13183]
199000885;Conner;Howell;opaucek@gmail.com;MAESTRIA EN ARQUITECTURAS TI;[13982, 13981, 13285, 13285, 13183, 13183, 13579]
201411791;Keshaun;Nicolas;frieda85@krajcik.com;MAESTRIA EN ARQUITECTURAS TI;[13185, 13185, 12664, 13185, 13981, 13981, 13183]
201357157;Keagan;Jacobson;tfranecki@wolff.com;MAESTRIA EN ARQUITECTURAS TI;[12665, 12664, 13579, 12665, 13981, 13579, 13579]
199814018;Ken;Murazik;dberge@yahoo.com;MAESTRIA EN ARQUITECTURAS TI;[12665, 13185, 12667, 13285, 13185, 13981, 13981]
200993323;Antwan;Homenick;uward@hegmannmoen.com;MAESTRIA EN ARQUITECTURAS TI;[12667, 13579, 13579, 13579, 13185, 13981, 13183]
199235955;Branson;Hamill;bogan.cayla@hotmail.com;MAESTRIA EN ARQUITECTURAS TI;[13982, 13185, 12664, 13981, 12667, 13981, 13981]
200653059;Doyle;Davis;wgrady@yahoo.com;MAESTRIA EN ARQUITECTURAS TI;[12664, 12665, 13285, 12664, 13183, 13183, 13183]
201135763;Mikel;Roob;krista.lemke@parisian.com;MAESTRIA EN ARQUITECTURAS TI;[12665, 13285, 12664, 12665, 13579, 13579, 13579]
200055490;Breana;Walker;emil.raynor@gmail.com;MAESTRIA EN ARQUITECTURAS TI;[13185, 13982, 13285, 13981, 12667, 13183, 13579]
200048821;Yolanda;Nader;audrey15@koelpin.com;MAESTRIA EN ARQUITECTURAS TI;[13982, 13982, 13285, 13285, 13185, 13183, 13579]
201528280;Josiane;Ullrich;tschimmel@gmail.com;MAESTRIA EN ARQUITECTURAS TI;[12664, 13285, 12664, 13579, 13579, 13579, 13183]
200266458;Maggie;Dickens;german53@daughertykuvalis.info;MAESTRIA EN ARQUITECTURAS TI;[13185, 12667, 13285, 12667, 12667, 13981, 13183]
200760196;Maureen;Gibson;liliana.gulgowski@yahoo.com;MAESTRIA EN ARQUITECTURAS TI;[13981, 12664, 13981, 13285, 12665, 13579, 13981]
200963692;Jayden;Donnelly;stokes.nicholas@yahoo.com;MAESTRIA EN ARQUITECTURAS TI;[13579, 13579, 13183, 13579, 12667, 13981, 13981]
199168988;Bobby;Goyette;jasen.dickens@erdmanankunding.com;MAESTRIA EN ARQUITECTURAS TI;[13185, 13185, 12664, 12667, 13981, 13579, 13981]
201071733;Freda;Jast;halvorson.jermaine@yahoo.com;MAESTRIA EN ARQUITECTURAS TI;[13982, 12667, 12667, 13183, 13185, 13183, 13981]
201205999;Rebecca;Parker;dietrich.leonor@cartwright.org;MAESTRIA EN ARQUITECTURAS TI;[13185, 13185, 13185, 13579, 12665, 13183, 13981]
200680228;Courtney;O'Keefe;xheathcote@labadiehoeger.com;MAESTRIA EN ARQUITECTURAS TI;[13285, 13285, 13183, 12665, 13183, 13579, 13183]
199969126;Dejon;Quigley;ludie98@gmail.com;MAESTRIA EN ARQUITECTURAS TI;[13285, 13982, 12664, 12665, 13579, 13579, 13981]
200018450;Leon;Schoen;bogan.norene@cormierdavis.org;MAESTRIA EN ARQUITECTURAS TI;[12665, 12664, 13183, 13285, 13981, 13579, 13981]
201284192;Louie;Dach;kjacobson@king.net;MAESTRIA EN ARQUITECTURAS TI;[13183, 13982, 13981, 12667, 13183, 13183, 13183]
200659945;Vesta;Hermann;legros.monique@gmail.com;MAESTRIA EN ARQUITECTURAS TI;[13185, 12665, 13579, 13185, 12665, 13579, 13183]
201187917;Elinor;Schinner;eolson@hotmail.com;MAESTRIA EN ARQUITECTURAS TI;[12664, 13579, 12667, 12667, 13183, 13981, 13981]
200532024;Demetris;Emmerich;jcole@mckenzie.com;MAESTRIA EN ARQUITECTURAS TI;[12664, 13185, 12664, 13579, 12665, 13579, 13579]
200005448;Kay;Schowalter;kasandra83@hotmail.com;MAESTRIA EN ARQUITECTURAS TI;[12667, 13981, 13981, 12665, 13185, 13981, 13579]
200159893;Dulce;Wehner;albertha.gerlach@starkharris.biz;MAESTRIA EN ARQUITECTURAS TI;[12664, 13982, 12667, 13185, 13183, 13579, 13981]
201092058;Herman;Jacobs;white.etha@dibbert.biz;MAESTRIA EN ARQUITECTURAS TI;[12664, 13981, 13285, 12665, 13185, 13183, 13183]
201261114;Dewitt;Macejkovic;lon.hettinger@gerlach.com;MAESTRIA EN ARQUITECTURAS TI;[12665, 13285, 13579, 12665, 13185, 13981, 13981]
199865012;Deshaun;Cassin;fbotsford@baumbachaltenwerth.com;MAESTRIA EN ARQUITECTURAS TI;[12665, 13183, 13183, 12664, 13981, 13981, 13981]
200976610;Prudence;Harber;noel.koelpin@yahoo.com;MAESTRIA EN ARQUITECTURAS TI;[13982, 12667, 12664, 12665, 13579, 13981, 13981]
201471269;Justus;Kub;cartwright.jolie@gmail.com;MAESTRIA EN ARQUITECTURAS TI;[13285, 12665, 12665, 12667, 13579, 13579, 13981]
200456142;Marilyne;Harris;nelda82@ortizrussel.net;MAESTRIA EN ARQUITECTURAS TI;[13285, 13982, 13579, 13285, 13183, 13981, 13183]
201399250;Niko;Miller;harrison80@hotmail.com;MAESTRIA EN ARQUITECTURAS TI;[12667, 12667, 13183, 13579, 13185, 13579, 13981]
200696168;Gladyce;Hegmann;schuppe.arlene@toy.com;MAESTRIA EN ARQUITECTURAS TI;[13285, 12665, 12664, 12667, 12665, 13183, 13183]
199252124;Lonie;Johns;johnston.paul@hotmail.com;MAESTRIA EN ARQUITECTURAS TI;[13185, 13285, 12664, 12665, 13981, 13579, 13981]
200107832;Dave;Hammes;lorena45@yahoo.com;MAESTRIA EN ARQUITECTURAS TI;[13183, 13185, 12664, 12665, 13183, 13183, 13981]
199318605;Jarvis;Turcotte;velma.gutmann@turner.net;MAESTRIA EN ARQUITECTURAS TI;[12664, 13183, 12665, 13981, 12667, 13981, 13183]
199831499;Raul;Smitham;lizzie.nicolas@rippin.com;MAESTRIA EN ARQUITECTURAS TI;[13185, 12665, 13185, 12664, 12665, 13981, 13183]
199294131;Collin;Orn;fmoore@yahoo.com;MAESTRIA EN ARQUITECTURAS TI;[13285, 13285, 13185, 12667, 12667, 13981, 13981]
200635690;Laney;Dicki;genesis.koss@yahoo.com;MAESTRIA EN ARQUITECTURAS TI;[12665, 13981, 12664, 13285, 12667, 13981, 13981]
199937165;Aditya;Nitzsche;estrella.smith@borerlang.com;MAESTRIA EN ARQUITECTURAS TI;[13185, 12667, 13981, 13185, 13183, 13579, 13579]
199411035;Angeline;Mills;dolly.wolf@hotmail.com;MAESTRIA EN ARQUITECTURAS TI;[12664, 13579, 12664, 12667, 12665, 13183, 13981]
199906347;Alex;Kilback;geo70@quigley.net;MAESTRIA EN ARQUITECTURAS TI;[12667, 13579, 12665, 13981, 12665, 13981, 13981]
199536438;Marco;Stiedemann;matilde62@yahoo.com;MAESTRIA EN ARQUITECTURAS TI;[13183, 12667, 12664, 13579, 13183, 13981, 13981]
200014026;Dewitt;Howell;velma.cole@oreilly.com;MAESTRIA EN ARQUITECTURAS TI;[13579, 12664, 13981, 13981, 12667, 13981, 13981]
200700219;Lavina;Brown;roberts.rosella@klocko.biz;MAESTRIA EN ARQUITECTURAS TI;[13285, 13285, 12667, 12664, 13579, 13981, 13183]
199836966;Christian;Lang;nienow.kiley@nitzsche.biz;MAESTRIA EN ARQUITECTURAS TI;[12665, 13579, 13579, 12667, 12665, 13183, 13579]
199820272;Nikita;Reinger;qschaefer@gmail.com;MAESTRIA EN ARQUITECTURAS TI;[13185, 13285, 12667, 13285, 13183, 13579, 13981]
200366360;Yasmin;Johnston;schinner.jeramie@westfeest.info;MAESTRIA EN ARQUITECTURAS TI;[12665, 13982, 12667, 13579, 12665, 13981, 13579]
200886692;Anna;Kihn;bayer.aliza@yahoo.com;MAESTRIA EN ARQUITECTURAS TI;[13183, 13579, 13183, 12667, 13185, 13183, 13981]
201402629;Nya;Price;zeffertz@gmail.com;MAESTRIA EN ARQUITECTURAS TI;[12667, 12665, 12664, 12664, 13185, 13981, 13579]
200473880;Margie;Kling;fadel.georgiana@gmail.com;MAESTRIA EN ARQUITECTURAS TI;[13185, 12664, 12667, 13185, 13579, 13579, 13183]
199689406;Harvey;Lubowitz;rita.stanton@hotmail.com;MAESTRIA EN ARQUITECTURAS TI;[13285, 13982, 12667, 13183, 13183, 13981, 13981]
199466580;Kieran;Balistreri;opal16@kuhnkoch.com;MAESTRIA EN ARQUITECTURAS TI;[13185, 13981, 13285, 13183, 13185, 13981, 13579]
200337452;Christelle;Little;whuels@bailey.com;MAESTRIA EN ARQUITECTURAS TI;[12667, 12665, 13183, 13981, 13981, 13183, 13579]
199580636;Trudie;McCullough;cbreitenberg@yahoo.com;MAESTRIA EN ARQUITECTURAS TI;[13285, 12667, 13285, 13183, 13183, 13579, 13981]
200849580;Daisy;Gaylord;grant.bridie@gmail.com;MAESTRIA EN ARQUITECTURAS TI;[13981, 13185, 12664, 13285, 13579, 13579, 13183]
199809393;Turner;Leannon;rhammes@pfeffer.biz;MAESTRIA EN ARQUITECTURAS TI;[12665, 13185, 13185, 13185, 13185, 13183, 13981]
