CARNET;NOMBRES;APELLIDOS;email;master;SECCIONES
200277623;Gunnar;Bauch;hills.frank@gmail.com;MAESTRIA EN ARQUITECTURAS TI;[12665, 13579, 12664, 13579, 13579, 13183, 13579]
200699376;Margarita;Lemke;kertzmann.gay@yahoo.com;MAESTRIA EN ARQUITECTURAS TI;[13183, 12664, 13183, 13285, 13579, 13579, 13981]
200922761;Pat;O'Hara;freddie58@ernserlockman.biz;MAESTRIA EN ARQUITECTURAS TI;[12665, 13183, 13185, 12664, 13183, 13579, 13183]
200472057;Marge;Bosco;madelynn79@hotmail.com;MAESTRIA EN ARQUITECTURAS TI;[12667, 13285, 13285, 13579, 13183, 13579, 13981]
200228043;Judson;Friesen;beatty.eulalia@yahoo.com;MAESTRIA EN ARQUITECTURAS TI;[13579, 13579, 12665, 13185, 13183, 13579, 13579]
201428853;Magdalen;Veum;jaskolski.dylan@yahoo.com;MAESTRIA EN ARQUITECTURAS TI;[12667, 13982, 12664, 13185, 12665, 13579, 13579]
199439428;Nicklaus;Hickle;hubert65@hotmail.com;MAESTRIA EN ARQUITECTURAS TI;[12667, 12664, 13185, 12665, 13185, 13579, 13579]
200640856;Eveline;O'Hara;bhand@ledner.com;MAESTRIA EN ARQUITECTURAS TI;[13982, 13185, 13981, 13579, 13579, 13183, 13579]
201265632;Calista;Frami;coy.nikolaus@yahoo.com;MAESTRIA EN ARQUITECTURAS TI;[13981, 13285, 12665, 12664, 12667, 13981, 13579]
199214949;Marquis;Mayer;daren.nicolas@yahoo.com;MAESTRIA EN ARQUITECTURAS TI;[12665, 12667, 12664, 13981, 12665, 13579, 13579]
200055250;Mandy;Glover;domenick.walker@yahoo.com;MAESTRIA EN ARQUITECTURAS TI;[13185, 13579, 13285, 12665, 12667, 13183, 13579]
199031135;Orville;Lindgren;pattie68@yahoo.com;MAESTRIA EN ARQUITECTURAS TI;[12664, 13185, 13183, 13579, 13579, 13981, 13981]
199829615;Olin;Bailey;rspinka@yahoo.com;MAESTRIA EN ARQUITECTURAS TI;[13579, 13285, 12665, 13579, 13185, 13183, 13579]
199164769;Brandy;Prohaska;kathleen.nolan@schaden.net;MAESTRIA EN ARQUITECTURAS TI;[13185, 13982, 12664, 13579, 13981, 13579, 13981]
200307567;Lauretta;Turcotte;duncan.pfannerstill@kozeydubuque.com;MAESTRIA EN ARQUITECTURAS TI;[13982, 13579, 13185, 13185, 12667, 13183, 13981]
200885587;Sunny;Goodwin;dessie59@zemlak.biz;MAESTRIA EN ARQUITECTURAS TI;[13579, 13185, 12665, 13579, 12665, 13981, 13981]
200593593;Karolann;Schinner;monique.beier@yahoo.com;MAESTRIA EN ARQUITECTURAS TI;[12665, 12667, 13981, 13183, 13185, 13981, 13183]
201576813;Hans;Rolfson;maverick.bins@cartwrightquigley.com;MAESTRIA EN ARQUITECTURAS TI;[13981, 12665, 12664, 13981, 13579, 13981, 13183]
199221610;Abbie;Keebler;tremaine.crooks@balistreri.com;MAESTRIA EN ARQUITECTURAS TI;[13579, 13285, 12665, 12667, 12667, 13981, 13183]
199875568;Clara;McLaughlin;alene.gibson@steuberabshire.com;MAESTRIA EN ARQUITECTURAS TI;[13183, 13183, 13183, 13185, 12667, 13183, 13183]
199345539;Jana;Prohaska;erwin15@gulgowski.info;MAESTRIA EN ARQUITECTURAS TI;[12667, 13183, 13183, 13285, 12667, 13981, 13579]
200693383;Roberto;Nikolaus;kgoodwin@gmail.com;MAESTRIA EN ARQUITECTURAS TI;[13981, 13982, 13981, 13185, 13185, 13981, 13981]
199747347;Clemmie;Ondricka;desiree52@hotmail.com;MAESTRIA EN ARQUITECTURAS TI;[13981, 12667, 13981, 13183, 12665, 13183, 13579]
200615789;Alford;Schaefer;mccullough.muriel@pouros.com;MAESTRIA EN ARQUITECTURAS TI;[13185, 13981, 13185, 12665, 13183, 13981, 13579]
199227973;Yasmine;Cremin;moises75@gmail.com;MAESTRIA EN ARQUITECTURAS TI;[12667, 13982, 12667, 13579, 13579, 13981, 13183]
200594656;Gabriel;Schmidt;mandy37@halvorsonhuel.com;MAESTRIA EN ARQUITECTURAS TI;[13185, 12667, 13185, 13185, 13981, 13981, 13579]
201234467;Kaley;Thompson;ljenkins@yahoo.com;MAESTRIA EN ARQUITECTURAS TI;[13981, 12665, 12664, 13183, 12665, 13981, 13579]
199163605;Rosalinda;Cremin;mariano.rodriguez@hotmail.com;MAESTRIA EN ARQUITECTURAS TI;[12664, 13285, 12665, 13579, 12665, 13981, 13579]
201467150;Gracie;O'Reilly;nichole36@barrowsking.com;MAESTRIA EN ARQUITECTURAS TI;[13285, 13981, 12665, 13185, 13183, 13183, 13579]
200465719;Otis;Keebler;wuckert.chaya@stehr.com;MAESTRIA EN ARQUITECTURAS TI;[13185, 12667, 12667, 13981, 13185, 13579, 13579]
200938374;Amely;Kertzmann;carter.madison@gmail.com;MAESTRIA EN ARQUITECTURAS TI;[12667, 13981, 13981, 12665, 13579, 13981, 13981]
199295181;Ray;Hills;briana74@eichmannbauch.com;MAESTRIA EN ARQUITECTURAS TI;[13185, 13185, 13185, 13185, 13183, 13579, 13579]
200068141;Fatima;O'Kon;arianna56@gmail.com;MAESTRIA EN ARQUITECTURAS TI;[13285, 12667, 13285, 13183, 12667, 13981, 13183]
200932128;Domingo;McLaughlin;maximillia.ziemann@yahoo.com;MAESTRIA EN ARQUITECTURAS TI;[13982, 13183, 13285, 12665, 13185, 13981, 13981]
200330277;Rashawn;Williamson;caterina51@dubuque.com;MAESTRIA EN ARQUITECTURAS TI;[12667, 12667, 13183, 13183, 12667, 13183, 13981]
201586286;Jamar;Dare;dejah50@morar.org;MAESTRIA EN ARQUITECTURAS TI;[13982, 13183, 13981, 13183, 13579, 13183, 13579]
200286488;Ila;Hilpert;benny.rau@yahoo.com;MAESTRIA EN ARQUITECTURAS TI;[12667, 12665, 12664, 12667, 12665, 13579, 13981]
201333374;Keely;Balistreri;marks.bertrand@wyman.com;MAESTRIA EN ARQUITECTURAS TI;[13183, 13185, 13185, 13183, 12667, 13981, 13981]
200489262;Alena;D'Amore;uhodkiewicz@ziemannjewess.org;MAESTRIA EN ARQUITECTURAS TI;[13579, 13579, 12664, 13981, 13579, 13579, 13579]
201151453;Asha;Dibbert;caterina65@gmail.com;MAESTRIA EN ARQUITECTURAS TI;[12664, 13981, 13579, 12665, 13981, 13981, 13579]
199958824;Mustafa;Yost;reuben.kozey@sipes.com;MAESTRIA EN ARQUITECTURAS TI;[12667, 12665, 12665, 13285, 13183, 13981, 13579]
199159050;Reed;Hayes;carlotta.graham@hotmail.com;MAESTRIA EN ARQUITECTURAS TI;[12667, 13285, 13183, 13579, 12665, 13183, 13981]
199409697;Ferne;Quitzon;darrick.mraz@yahoo.com;MAESTRIA EN ARQUITECTURAS TI;[12664, 13285, 13185, 13981, 12665, 13981, 13183]
201572911;Maud;Treutel;terrell92@pfeffer.com;MAESTRIA EN ARQUITECTURAS TI;[12667, 13579, 12664, 13579, 13183, 13579, 13579]
201402638;Mavis;Torphy;vern.fay@harvey.info;MAESTRIA EN ARQUITECTURAS TI;[13982, 13183, 13185, 12664, 12665, 13981, 13183]
200527637;Carleton;Nienow;jacynthe40@hotmail.com;MAESTRIA EN ARQUITECTURAS TI;[13285, 13185, 12665, 13285, 13981, 13183, 13183]
200067104;Rafaela;O'Kon;qhand@yundt.com;MAESTRIA EN ARQUITECTURAS TI;[13981, 12665, 13285, 13579, 13579, 13579, 13183]
199297503;Camilla;Hegmann;rosalia.braun@gislason.org;MAESTRIA EN ARQUITECTURAS TI;[13183, 12665, 12667, 13183, 13981, 13183, 13981]
199989585;Lavada;Schimmel;nbeier@buckridgebreitenberg.net;MAESTRIA EN ARQUITECTURAS TI;[12665, 13579, 13185, 13183, 13185, 13981, 13579]
201361377;Levi;Friesen;cornelius.langosh@dooley.com;MAESTRIA EN ARQUITECTURAS TI;[13981, 13285, 13185, 13285, 13981, 13183, 13183]
199920778;Queenie;Reichert;xosinski@king.com;MAESTRIA EN ARQUITECTURAS TI;[13982, 12664, 13285, 12667, 12667, 13579, 13579]
201374736;Mertie;Roberts;lconroy@muller.net;MAESTRIA EN ARQUITECTURAS TI;[12665, 13285, 13183, 12664, 12665, 13981, 13183]
199739785;Alyson;Bailey;ogutmann@senger.com;MAESTRIA EN ARQUITECTURAS TI;[12665, 13185, 12667, 12665, 13185, 13981, 13183]
199540350;Jay;Williamson;deckow.kylee@hotmail.com;MAESTRIA EN ARQUITECTURAS TI;[13981, 13285, 12667, 13183, 12667, 13981, 13981]
199927012;Alayna;Bode;alize.walker@yahoo.com;MAESTRIA EN ARQUITECTURAS TI;[12667, 12667, 12667, 12667, 13981, 13579, 13183]
199018425;Petra;Russel;boyle.ubaldo@yahoo.com;MAESTRIA EN ARQUITECTURAS TI;[13579, 12665, 13285, 12665, 13579, 13579, 13981]
199972692;Darwin;Kerluke;mcclure.romaine@yahoo.com;MAESTRIA EN ARQUITECTURAS TI;[13579, 12667, 13285, 12664, 13185, 13981, 13981]
200995298;Alexzander;Marquardt;maida64@runolfsdottirmuller.com;MAESTRIA EN ARQUITECTURAS TI;[13285, 13285, 12667, 13285, 13579, 13981, 13183]
200930765;Keagan;Botsford;kristin09@gmail.com;MAESTRIA EN ARQUITECTURAS TI;[13982, 12665, 12667, 12664, 12665, 13981, 13579]
201536227;Aimee;Stamm;conn.nicklaus@kreigertrantow.com;MAESTRIA EN ARQUITECTURAS TI;[12664, 12667, 13579, 13185, 13183, 13981, 13183]
201519113;Favian;Leannon;paltenwerth@mann.com;MAESTRIA EN ARQUITECTURAS TI;[13982, 13183, 13285, 13579, 13185, 13183, 13981]
199534243;Immanuel;Green;goodwin.aida@oconnell.com;MAESTRIA EN ARQUITECTURAS TI;[13982, 13185, 13285, 13579, 12667, 13183, 13579]
199773145;Molly;Kutch;ervin.dooley@gutmann.com;MAESTRIA EN ARQUITECTURAS TI;[13185, 13981, 13183, 13285, 13981, 13981, 13579]
201540397;Tanya;Lockman;qwiza@gmail.com;MAESTRIA EN ARQUITECTURAS TI;[13183, 13579, 13183, 13579, 13183, 13183, 13579]
199626278;Friedrich;Goyette;qernser@strosin.com;MAESTRIA EN ARQUITECTURAS TI;[12667, 12665, 13579, 13981, 13981, 13981, 13981]
200585656;Rosario;Kessler;rubye09@gmail.com;MAESTRIA EN ARQUITECTURAS TI;[13981, 12664, 13981, 12665, 13981, 13981, 13579]
200280804;Laurie;Turner;marjolaine16@nienow.biz;MAESTRIA EN ARQUITECTURAS TI;[13982, 13183, 13981, 13579, 13981, 13981, 13579]
199589984;Mandy;Prohaska;kessler.logan@kuhic.biz;MAESTRIA EN ARQUITECTURAS TI;[13183, 13183, 13285, 13185, 13579, 13183, 13981]
201095365;Lenore;Conroy;ritchie.nichole@kunde.com;MAESTRIA EN ARQUITECTURAS TI;[12665, 13285, 13183, 13579, 13981, 13183, 13183]
200173265;Luciano;Krajcik;deontae07@gmail.com;MAESTRIA EN ARQUITECTURAS TI;[13185, 13185, 12665, 13579, 12665, 13981, 13183]
199006516;Kieran;Leannon;agustina.witting@hickle.com;MAESTRIA EN ARQUITECTURAS TI;[13183, 13285, 12664, 13185, 13579, 13183, 13183]
200456982;Kristian;West;gleason.constance@yahoo.com;MAESTRIA EN ARQUITECTURAS TI;[12664, 13981, 13183, 12665, 12667, 13183, 13981]
200532950;Braeden;Legros;glover.julien@langworth.com;MAESTRIA EN ARQUITECTURAS TI;[13579, 12667, 13981, 13285, 13579, 13183, 13981]
199603063;Verner;Schulist;adeline.schroeder@fayhammes.com;MAESTRIA EN ARQUITECTURAS TI;[13982, 13183, 12664, 13579, 12665, 13183, 13981]
200898892;Rosendo;Orn;kay.mosciski@carter.com;MAESTRIA EN ARQUITECTURAS TI;[13185, 12664, 12664, 13183, 12665, 13183, 13981]
200334278;Keyshawn;Padberg;wilderman.jedidiah@tromp.info;MAESTRIA EN ARQUITECTURAS TI;[13185, 12665, 13185, 12667, 13981, 13981, 13981]
200269153;Caleigh;Towne;thaddeus.ledner@yahoo.com;MAESTRIA EN ARQUITECTURAS TI;[12665, 12664, 13185, 13183, 12667, 13579, 13183]
199784666;Beulah;Spencer;june87@wymanrunte.com;MAESTRIA EN ARQUITECTURAS TI;[12665, 13185, 13579, 13285, 13981, 13579, 13183]
200561499;Giovanna;Feeney;annetta.heller@gmail.com;MAESTRIA EN ARQUITECTURAS TI;[13185, 13981, 13579, 13183, 13185, 13981, 13579]
201480128;Reese;Hegmann;tdooley@hotmail.com;MAESTRIA EN ARQUITECTURAS TI;[12664, 12665, 13285, 13183, 13185, 13183, 13183]
200369093;Travis;Bogan;dallas.bartoletti@gorczany.net;MAESTRIA EN ARQUITECTURAS TI;[13185, 12667, 13185, 13183, 13185, 13579, 13981]
200500695;Presley;Dickens;qbayer@hotmail.com;MAESTRIA EN ARQUITECTURAS TI;[13982, 13982, 13183, 13185, 12665, 13579, 13579]
200980636;Garnet;Stoltenberg;krystal.bergstrom@hotmail.com;MAESTRIA EN ARQUITECTURAS TI;[13185, 13285, 13285, 12664, 12665, 13183, 13183]
200387723;Constantin;Bartoletti;monserrate46@moore.com;MAESTRIA EN ARQUITECTURAS TI;[13982, 13183, 13285, 13579, 13185, 13579, 13579]
201528656;Amy;Gusikowski;buddy24@yahoo.com;MAESTRIA EN ARQUITECTURAS TI;[13981, 13183, 13981, 12667, 13183, 13981, 13981]
200314381;Adolph;Fay;rpaucek@gmail.com;MAESTRIA EN ARQUITECTURAS TI;[12664, 13185, 13185, 12667, 13183, 13183, 13981]
199522414;Narciso;Parisian;bennett78@schadendickens.com;MAESTRIA EN ARQUITECTURAS TI;[13579, 13183, 13285, 13183, 12667, 13579, 13579]
199682379;Susan;Will;thomas.leuschke@willms.net;MAESTRIA EN ARQUITECTURAS TI;[13982, 13981, 13285, 13185, 12667, 13981, 13183]
201079164;Gwendolyn;Tremblay;hmiller@predovicsatterfield.com;MAESTRIA EN ARQUITECTURAS TI;[13579, 12665, 13285, 13185, 13579, 13981, 13981]
199960352;Cleo;Nolan;cremin.dejah@mitchell.com;MAESTRIA EN ARQUITECTURAS TI;[13982, 12667, 12667, 12665, 12667, 13579, 13579]
200155896;Kimberly;Mohr;vgleason@gmail.com;MAESTRIA EN ARQUITECTURAS TI;[13183, 13982, 12664, 13185, 13981, 13579, 13579]
200686691;Cory;Considine;brian85@runolfsdottir.com;MAESTRIA EN ARQUITECTURAS TI;[12665, 13981, 13185, 13579, 12665, 13579, 13579]
200894309;Mara;Abernathy;carolina34@walker.com;MAESTRIA EN ARQUITECTURAS TI;[13981, 12667, 13981, 13579, 13981, 13579, 13579]
199540117;Maxie;Torphy;theodore65@gmail.com;MAESTRIA EN ARQUITECTURAS TI;[13579, 13183, 13285, 12667, 12665, 13183, 13579]
199802868;Tito;Goodwin;gnitzsche@oconner.info;MAESTRIA EN ARQUITECTURAS TI;[13981, 13579, 12664, 12664, 13981, 13183, 13579]
200176132;Lila;Schaden;little.augustine@feil.biz;MAESTRIA EN ARQUITECTURAS TI;[13981, 13579, 13981, 12667, 13981, 13579, 13183]
201190580;Brisa;Rath;jwalter@jacobson.com;MAESTRIA EN ARQUITECTURAS TI;[12667, 13982, 12664, 13579, 13185, 13579, 13981]
200660382;Michael;O'Keefe;vfranecki@parker.biz;MAESTRIA EN ARQUITECTURAS TI;[13285, 13981, 12665, 13183, 13185, 13183, 13183]
200629588;Mac;Bergstrom;ycorwin@yahoo.com;MAESTRIA EN ARQUITECTURAS TI;[13185, 12665, 12664, 12664, 13183, 13579, 13579]
200505527;Coty;Stanton;norberto67@hotmail.com;MAESTRIA EN ARQUITECTURAS TI;[13982, 12664, 13579, 12665, 13185, 13183, 13579]
199309958;Mara;King;britney74@yahoo.com;MAESTRIA EN ARQUITECTURAS TI;[13982, 12664, 12667, 13285, 13579, 13183, 13981]
199221443;Merlin;Kuvalis;walker.sofia@gmail.com;MAESTRIA EN ARQUITECTURAS TI;[13981, 12664, 13981, 13183, 12667, 13183, 13183]
199756625;Stanley;Baumbach;alyce.krajcik@klinghamill.net;MAESTRIA EN ARQUITECTURAS TI;[13183, 13981, 13579, 13285, 13981, 13981, 13183]
199143318;Bernhard;Grimes;loraine08@rau.com;MAESTRIA EN ARQUITECTURAS TI;[13285, 13982, 13285, 13185, 13185, 13183, 13981]
199076477;Palma;Crooks;orin.lehner@oconnell.com;MAESTRIA EN ARQUITECTURAS TI;[13183, 13285, 12665, 12665, 13183, 13183, 13579]
