CARNET;NOMBRES;APELLIDOS;email;master;SECCIONES
201029163;Nathanial;Hettinger;lilian.batz@gmail.com;MAESTRIA EN ARQUITECTURAS TI;[13183, 13981, 13981, 12667, 13185, 13579, 13981]
201007307;Aisha;Collins;hayley22@yahoo.com;MAESTRIA EN ARQUITECTURAS TI;[13579, 13183, 13981, 13285, 13185, 13579, 13579]
200859374;Emmy;Christiansen;ike.jerde@gmail.com;MAESTRIA EN ARQUITECTURAS TI;[12664, 12664, 13285, 13285, 13185, 13183, 13183]
199087886;Jamir;Cormier;camren.mante@borer.com;MAESTRIA EN ARQUITECTURAS TI;[13185, 13982, 12667, 12667, 13579, 13183, 13579]
200176078;Amelie;Kirlin;bogan.fannie@schaefer.com;MAESTRIA EN ARQUITECTURAS TI;[13185, 12664, 12664, 12667, 13981, 13579, 13981]
199753440;Dax;Jast;laisha.hickle@bartell.com;MAESTRIA EN ARQUITECTURAS TI;[13981, 13981, 12664, 12664, 12667, 13981, 13981]
199357269;Mustafa;Ritchie;will.stephany@klocko.com;MAESTRIA EN ARQUITECTURAS TI;[13183, 12667, 13183, 13981, 12667, 13981, 13981]
199998072;Berniece;Feil;padberg.maymie@yahoo.com;MAESTRIA EN ARQUITECTURAS TI;[13982, 12664, 12667, 13981, 13981, 13579, 13183]
199305530;Clovis;Walsh;destany.connelly@padberg.com;MAESTRIA EN ARQUITECTURAS TI;[13982, 13185, 13285, 12665, 13981, 13183, 13981]
201497155;Jeremie;Okuneva;powlowski.yvonne@gmail.com;MAESTRIA EN ARQUITECTURAS TI;[12665, 13285, 12667, 13185, 12667, 13579, 13579]
199543765;Minerva;Sawayn;shanelle46@kreiger.com;MAESTRIA EN ARQUITECTURAS TI;[12665, 12664, 13185, 13285, 13579, 13579, 13579]
200068484;Dagmar;Johnson;clementine.conn@luettgen.net;MAESTRIA EN ARQUITECTURAS TI;[12664, 13982, 13981, 13183, 12667, 13579, 13579]
199853294;Tobin;Barrows;josh.greenfelder@kutch.com;MAESTRIA EN ARQUITECTURAS TI;[12664, 13982, 13285, 13579, 13183, 13579, 13981]
200576374;Matilde;White;pbeahan@huels.com;MAESTRIA EN ARQUITECTURAS TI;[13185, 13982, 12667, 13183, 12665, 13579, 13579]
200318544;Wendy;Turcotte;gutmann.arielle@rauokon.org;MAESTRIA EN ARQUITECTURAS TI;[13981, 13185, 13183, 13981, 13183, 13981, 13579]
199306735;Maureen;Schaefer;angus.littel@gerhold.com;MAESTRIA EN ARQUITECTURAS TI;[13183, 13981, 13185, 12665, 13981, 13183, 13183]
199338953;Jabari;Beier;joaquin.hoppe@yahoo.com;MAESTRIA EN ARQUITECTURAS TI;[13981, 13579, 12664, 13285, 12667, 13183, 13579]
200991645;Margie;Johns;runte.aletha@gmail.com;MAESTRIA EN ARQUITECTURAS TI;[13982, 13185, 12667, 13981, 13183, 13183, 13183]
201422337;Jewell;McKenzie;ydooley@barton.com;MAESTRIA EN ARQUITECTURAS TI;[12667, 12664, 13579, 13579, 12665, 13183, 13183]
200090435;Evelyn;Pagac;zgibson@gmail.com;MAESTRIA EN ARQUITECTURAS TI;[13183, 13183, 13981, 13185, 12665, 13579, 13183]
200547403;Lorine;Stracke;danielle.koss@grimes.info;MAESTRIA EN ARQUITECTURAS TI;[12667, 13981, 12667, 12665, 13183, 13183, 13183]
201296228;Karli;McGlynn;zbechtelar@yahoo.com;MAESTRIA EN ARQUITECTURAS TI;[13183, 13183, 12664, 12664, 12667, 13579, 13981]
199571486;Samson;Hodkiewicz;salvador09@collier.org;MAESTRIA EN ARQUITECTURAS TI;[12664, 12664, 13183, 13285, 13579, 13981, 13183]
200305654;Trystan;Nicolas;shane.wolf@gmail.com;MAESTRIA EN ARQUITECTURAS TI;[13579, 13185, 13285, 13579, 13183, 13183, 13579]
201174883;Margarette;Rolfson;lind.rozella@weimannbartoletti.com;MAESTRIA EN ARQUITECTURAS TI;[13183, 13183, 13579, 13183, 13183, 13981, 13183]
199048642;Clementina;Quigley;abbott.kenny@hotmail.com;MAESTRIA EN ARQUITECTURAS TI;[12664, 13579, 13981, 12665, 13183, 13183, 13981]
199839873;Onie;Nienow;osporer@hand.com;MAESTRIA EN ARQUITECTURAS TI;[13183, 13982, 12667, 13579, 13981, 13981, 13579]
199692828;Liza;Roberts;veum.augustus@hotmail.com;MAESTRIA EN ARQUITECTURAS TI;[13185, 12665, 13981, 12665, 12665, 13981, 13579]
200422012;Zachariah;Roob;jewess.orval@olson.com;MAESTRIA EN ARQUITECTURAS TI;[13981, 13285, 13285, 13579, 13579, 13981, 13981]
200948560;Nettie;Mills;van50@tromp.net;MAESTRIA EN ARQUITECTURAS TI;[13183, 12665, 13285, 13981, 12665, 13183, 13579]
201146642;Mozelle;Hills;zlittel@mayert.info;MAESTRIA EN ARQUITECTURAS TI;[13183, 13185, 12664, 13185, 12667, 13981, 13183]
201306296;Jazlyn;Schmitt;harvey.margret@hotmail.com;MAESTRIA EN ARQUITECTURAS TI;[13285, 12664, 13285, 13285, 13185, 13183, 13579]
199566799;Elliott;Donnelly;padberg.lilyan@hotmail.com;MAESTRIA EN ARQUITECTURAS TI;[13285, 13285, 13285, 13981, 12667, 13579, 13183]
199485516;Malcolm;Blick;catharine36@yahoo.com;MAESTRIA EN ARQUITECTURAS TI;[13981, 13185, 12667, 12664, 12665, 13579, 13183]
200080783;Eldridge;Thiel;amelia.ruecker@schaden.net;MAESTRIA EN ARQUITECTURAS TI;[13183, 13185, 13981, 13981, 13183, 13579, 13579]
199811935;Alexzander;Kunze;preichert@gaylord.com;MAESTRIA EN ARQUITECTURAS TI;[13185, 13982, 13981, 12667, 13981, 13183, 13183]
201409539;Michele;Bergnaum;jaquelin05@stiedemann.info;MAESTRIA EN ARQUITECTURAS TI;[13185, 13579, 12667, 13285, 12665, 13579, 13981]
200796006;Kaci;Jaskolski;howell73@hotmail.com;MAESTRIA EN ARQUITECTURAS TI;[13981, 13285, 12667, 12667, 13185, 13579, 13579]
199929263;Erwin;Schowalter;kale.rowe@huels.info;MAESTRIA EN ARQUITECTURAS TI;[13982, 12665, 12665, 13183, 12665, 13579, 13579]
200403217;Shanna;Johnson;moen.lavern@hyatt.biz;MAESTRIA EN ARQUITECTURAS TI;[13285, 13982, 13183, 13981, 12667, 13981, 13981]
201580177;Roger;Considine;ankunding.clara@cummeratasmith.com;MAESTRIA EN ARQUITECTURAS TI;[12664, 13982, 13579, 13285, 13183, 13579, 13183]
200218987;Marvin;Walker;ngoyette@schultzcarter.com;MAESTRIA EN ARQUITECTURAS TI;[12665, 13185, 13183, 13981, 13981, 13183, 13579]
199340138;Theron;Franecki;o'reilly.joseph@schoen.com;MAESTRIA EN ARQUITECTURAS TI;[13579, 13185, 13183, 13285, 13185, 13579, 13183]
200677779;Valentin;Abshire;hkihn@yahoo.com;MAESTRIA EN ARQUITECTURAS TI;[13285, 12665, 12664, 13183, 13185, 13183, 13183]
200462129;Idell;Graham;rdietrich@yahoo.com;MAESTRIA EN ARQUITECTURAS TI;[12665, 13285, 12665, 13185, 13183, 13981, 13183]
199653096;Elmer;Turcotte;madie42@mertzkutch.com;MAESTRIA EN ARQUITECTURAS TI;[13183, 13285, 13579, 13185, 13183, 13579, 13981]
199301055;Isaiah;Feest;webster07@bruen.org;MAESTRIA EN ARQUITECTURAS TI;[13981, 12667, 12664, 13285, 13981, 13981, 13183]
199131516;Kamren;Haley;lbatz@gmail.com;MAESTRIA EN ARQUITECTURAS TI;[13579, 13579, 13185, 13981, 13185, 13183, 13579]
199230735;Tyree;Moore;krystina.bins@yahoo.com;MAESTRIA EN ARQUITECTURAS TI;[13183, 13185, 13183, 13981, 12665, 13183, 13183]
199448573;Phoebe;Fay;conroy.clifford@yahoo.com;MAESTRIA EN ARQUITECTURAS TI;[13981, 12665, 13185, 13183, 13579, 13183, 13579]
199408645;Tyson;Kuhn;mitchel13@hotmail.com;MAESTRIA EN ARQUITECTURAS TI;[13183, 12667, 13285, 12667, 12667, 13183, 13183]
199373320;Jackie;Nienow;cfranecki@doylejones.com;MAESTRIA EN ARQUITECTURAS TI;[12667, 12665, 13981, 13285, 13579, 13183, 13183]
200292852;Geoffrey;Mraz;petra05@hammes.biz;MAESTRIA EN ARQUITECTURAS TI;[13185, 12664, 13183, 12667, 12667, 13183, 13183]
201120224;Camille;Nikolaus;macejkovic.kellen@walter.com;MAESTRIA EN ARQUITECTURAS TI;[13285, 12667, 12667, 13183, 12665, 13183, 13579]
199823042;Quentin;Spencer;natalie.crist@yahoo.com;MAESTRIA EN ARQUITECTURAS TI;[12665, 13981, 13285, 12667, 12667, 13981, 13981]
200133370;Newell;Schroeder;kasey26@yahoo.com;MAESTRIA EN ARQUITECTURAS TI;[13982, 12665, 12664, 13981, 13183, 13981, 13579]
201385956;Zena;Fisher;silas.dicki@kiehn.info;MAESTRIA EN ARQUITECTURAS TI;[12667, 12664, 12665, 12667, 12667, 13579, 13579]
200624503;Yvette;Zieme;nitzsche.corene@gmail.com;MAESTRIA EN ARQUITECTURAS TI;[13285, 13981, 13183, 12665, 13185, 13183, 13579]
199271883;Zackery;Pagac;ahessel@gmail.com;MAESTRIA EN ARQUITECTURAS TI;[13183, 12667, 13579, 12665, 13981, 13579, 13183]
199097051;Lionel;Doyle;jewess.tamia@yahoo.com;MAESTRIA EN ARQUITECTURAS TI;[12664, 12667, 13285, 13285, 12667, 13579, 13981]
201245378;Tom;Rath;bart61@oreilly.com;MAESTRIA EN ARQUITECTURAS TI;[13285, 12664, 13183, 13285, 13981, 13981, 13981]
201571232;Fleta;Lehner;harvey.maia@yahoo.com;MAESTRIA EN ARQUITECTURAS TI;[13982, 13981, 13185, 13981, 12667, 13981, 13183]
200670933;Marianne;Mraz;baylee57@vandervort.com;MAESTRIA EN ARQUITECTURAS TI;[13185, 13981, 13981, 13185, 13579, 13579, 13579]
200171754;Elizabeth;Glover;camille.lemke@gmail.com;MAESTRIA EN ARQUITECTURAS TI;[13183, 13981, 12667, 13579, 13579, 13579, 13183]
199542855;Garrick;Gutmann;vandervort.frederic@gmail.com;MAESTRIA EN ARQUITECTURAS TI;[13982, 13981, 12664, 13579, 13185, 13579, 13579]
200909455;Shaina;Hyatt;dianna.fisher@gmail.com;MAESTRIA EN ARQUITECTURAS TI;[13579, 12667, 12667, 12667, 12665, 13183, 13579]
200900850;Andres;Kovacek;qadams@yahoo.com;MAESTRIA EN ARQUITECTURAS TI;[12667, 12665, 12665, 12667, 13579, 13579, 13981]
199075203;Taylor;Renner;edd34@dicki.com;MAESTRIA EN ARQUITECTURAS TI;[13285, 13183, 13183, 13183, 13183, 13579, 13183]
200471696;Hans;Bayer;kailyn.hammes@yahoo.com;MAESTRIA EN ARQUITECTURAS TI;[12665, 13185, 13981, 13183, 13981, 13183, 13579]
201286470;Payton;Ondricka;colleen.beer@yahoo.com;MAESTRIA EN ARQUITECTURAS TI;[13982, 13183, 12664, 13981, 13981, 13981, 13579]
201295887;Carter;Lang;qboyer@gmail.com;MAESTRIA EN ARQUITECTURAS TI;[13183, 13183, 13981, 13285, 12665, 13981, 13579]
200639063;Larissa;Wolf;hailee.kshlerin@kiehnlindgren.biz;MAESTRIA EN ARQUITECTURAS TI;[13185, 13183, 12665, 13183, 13183, 13579, 13579]
200146595;Lexie;Beatty;henderson00@hotmail.com;MAESTRIA EN ARQUITECTURAS TI;[13285, 13981, 13981, 12667, 13579, 13579, 13183]
201222895;Jairo;Mayert;mccullough.maeve@greenholt.com;MAESTRIA EN ARQUITECTURAS TI;[13579, 13185, 13183, 13981, 13579, 13981, 13183]
201500706;Laurine;Donnelly;gracie30@pfannerstill.com;MAESTRIA EN ARQUITECTURAS TI;[12664, 13579, 12667, 13981, 13183, 13183, 13579]
201268536;Tressie;Morar;crystal.mohr@hotmail.com;MAESTRIA EN ARQUITECTURAS TI;[13579, 12665, 13185, 12667, 13185, 13183, 13183]
199899638;Donavon;Gorczany;irodriguez@gmail.com;MAESTRIA EN ARQUITECTURAS TI;[13982, 12667, 13981, 12667, 12667, 13183, 13579]
200285404;Burdette;Little;kunze.alvera@hotmail.com;MAESTRIA EN ARQUITECTURAS TI;[13285, 13981, 13183, 12667, 13185, 13579, 13183]
201144000;Jeremy;Lang;mpredovic@gmail.com;MAESTRIA EN ARQUITECTURAS TI;[13185, 13982, 13579, 12665, 13185, 13183, 13579]
201404477;Betty;Rice;zieme.hunter@rennerhegmann.com;MAESTRIA EN ARQUITECTURAS TI;[13981, 13579, 13185, 13981, 13981, 13183, 13981]
201393846;Ned;Ward;tania.kuhic@beckergibson.biz;MAESTRIA EN ARQUITECTURAS TI;[12667, 13285, 13185, 12664, 13183, 13183, 13981]
200379399;Ole;Okuneva;schuster.clyde@terryheathcote.com;MAESTRIA EN ARQUITECTURAS TI;[13183, 13579, 13285, 13981, 12667, 13981, 13579]
199582462;Adriel;Murazik;dortha61@herzog.com;MAESTRIA EN ARQUITECTURAS TI;[12664, 13285, 12664, 13183, 13981, 13981, 13183]
200412779;Micaela;McGlynn;ruecker.hildegard@gmail.com;MAESTRIA EN ARQUITECTURAS TI;[12664, 12664, 12664, 12665, 13183, 13183, 13183]
199302743;Beatrice;King;alba.daniel@cormierokuneva.net;MAESTRIA EN ARQUITECTURAS TI;[12664, 13981, 13185, 12665, 13981, 13981, 13981]
199200988;Davon;Corwin;yharvey@gmail.com;MAESTRIA EN ARQUITECTURAS TI;[13183, 13183, 12667, 12665, 13579, 13183, 13981]
201578263;Vince;Hackett;chesley77@treutel.net;MAESTRIA EN ARQUITECTURAS TI;[12667, 12667, 12664, 13183, 13185, 13579, 13981]
199444595;Ivy;Cummings;wilbert60@ernser.biz;MAESTRIA EN ARQUITECTURAS TI;[13185, 12664, 13285, 13183, 12667, 13183, 13981]
199603194;Mafalda;Barrows;co'kon@yahoo.com;MAESTRIA EN ARQUITECTURAS TI;[13579, 12664, 12664, 12664, 12665, 13183, 13981]
201495835;Rebecca;Homenick;tbednar@hickle.com;MAESTRIA EN ARQUITECTURAS TI;[13579, 13183, 13185, 13285, 12665, 13981, 13579]
199180837;Taylor;Nikolaus;robel.eladio@gmail.com;MAESTRIA EN ARQUITECTURAS TI;[13982, 13981, 13981, 13285, 12665, 13183, 13579]
201573519;Reagan;Beier;bnikolaus@gmail.com;MAESTRIA EN ARQUITECTURAS TI;[13981, 13185, 12667, 13981, 13579, 13981, 13579]
199619526;Salvador;Labadie;ernesto38@hoppedickinson.com;MAESTRIA EN ARQUITECTURAS TI;[13285, 13185, 12665, 13185, 13579, 13579, 13981]
200302191;Lura;Wolf;celestine.stamm@leuschke.com;MAESTRIA EN ARQUITECTURAS TI;[13185, 13285, 13185, 12667, 13981, 13183, 13981]
200026109;Hettie;Hartmann;gina.hackett@bayermarquardt.net;MAESTRIA EN ARQUITECTURAS TI;[12664, 12665, 13285, 13185, 13579, 13183, 13183]
201486315;Citlalli;Krajcik;feeney.donavon@gmail.com;MAESTRIA EN ARQUITECTURAS TI;[13982, 13183, 13185, 13183, 13183, 13981, 13981]
